name,country,region,state,varietal,price,description,merchant,address
Gruet Brut Half Bottle,United States,NA,New Mexico,Sparkling,10.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Gruet Brut Rosé Méthode Champenoise,United States,NA,New Mexico,Sparkling,13.99,"A beautiful garnet in color, this Rosé  has a number of aromatics from simple floral notes to mouth watering strawberry all while maintaining a zesty acidity and delicate finish.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Guiberteau Saumur Blanc,France,Saumur,Loire Valley,Chenin Blanc,24.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Guiberteau Saumur Rouge Les Arboises,France,Saumur,Loire Valley,Cabernet Franc,146.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Gundlach Bundschu Mountain Cuvee,United States,Sonoma,California,"Merlot, Cabernet Sauvignon, Sparkling",17.99,"A Bordeaux-inspired blend for everyday life that’s soft, lush and smooth but never sweet. Dangerously easy-drinking, this Merlot and Cabernet-based red wine offers balance, food-friendly structure and approachability.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Gustav Gruner Veltliner,Austria,Wachau,Niederosterreich,Gruner Veltliner,12.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
H Blin Champagne Brut,France,Champagne,Champagne,"Sparkling, Champagne, Chardonnay",34.99,"Golden straw, sparkling clear and transparent. Abundance of fine, light but persistent bubbles. On the nose, lively and expressive. Scents of dried flowers still with traces of their original freshness develop into faded overtones of straw and forest floor. When the wine has breathed slightly, a discreet dash of vanilla coupled with nuances of fresh butter and freshly baked bread. Flavors are supple, honest and powerful. The wine seems to launch into lively aromas that are lightness itself, perfectly orchestrated scents of cooked fruits admirably sharpened by a dash of eau-de-vie, preserve figs and quince jelly. Sparkling with fine fresh bubbles, the wine grows rounder as it develops, offering heady notes of exotic fruits (mango, lychees and passion fruit).
Pair with a white meat (veal, poultry) in a creamy sauce or a sweet-sour meal (duck with pears or peaches) are ideal partners of this lively champagne.
Blend: 80% Pinot Meunier, 20% Chardonnay",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hahn Cabernet Sauvignon,United States,NA,California,Cabernet Sauvignon,12.99,"Inviting blackberry and cassis aromatics complement notes of vanilla, toasted oak and a touch of leather. Rich and robust, chewy tannins frame flavors of blackberry and blueberry leading to a smooth, opulent finish.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hahn Chardonnay,United States,Monterey County,California,Chardonnay,12.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hahn Pinot Noir,United States,Monterey County,California,Pinot Noir,12.99,"Tasting notes: Aromas include red cherry, ripe strawberry, cola and spice. Flavors of plum and black cherry are completed by a soft mouthfeel. Supple tannins and a bit of acidity end in a beautifully balanced and clean finish.

Production notes: Arroyo Seco appellation of Monterey County, which sits on a gravelly alluvial plain beneath the Santa Lucia mountain range. Cool winds from Monterey Bay ensure gradual ripening and development of vibrant flavors. The rocky soils allow excellent drainage, enhancing intensity and promoting balanced ripeness and acidity.Aged in French oak (40% new, 60% neutral).",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hahn SLH Chardonnay,United States,Highlands,California,Chardonnay,17.99,"Vibrant and rich-tasting, offering a complex array of fig, quince, pear and ripe citrus flavors. Well-structured, with notes of lemon meringue on the plush, focused finish. Drink now through 2022. SMART BUY",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hahn Winery Merlot,NA,NA,NA,NA,12.99,"This Merlot displays aromas of ripe plum, rich cocoa, blueberry, and violet with hints of juicy black cherry.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hamilton Russell Chardonnay,South Africa,Hemel En Aarde,Cape South Coast,Chardonnay,33.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hamilton Russell Vineyards Walker Bay Pinot Noir,South Africa,Walker Bay,Cape South Coast,Pinot Noir,34.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Harbison The Trail Cabernet Sauvignon Oakville,United States,Napa Valley,California,Cabernet Sauvignon,399.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Harper Voit Strandline Pinot Noir,United States,Willamette Valley,Oregon,Pinot Noir,44.99,"The diversity of soil types, microclimates, and clonal selections in the Willamette Valley continues to drive Voits vineyard and winery work. This wine is an expression of that diversity, a synthesis of vineyards from which they craft single-vineyard wines. The 2016 Strandline Pinot Noir is immediately expressive with a fruit profile reflective of the warmer vintage. The integrated grape and oak tannins create a supple, titillating texture on the palate, while the finish is focused by refreshing acidity.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hartford Court Chardonnay Four Hearts Vineyards,United States,Russian River Valley,California,Chardonnay,39.99,"Spiced orchard fruits, candle wax, hazelnut, and some crushed rock that gives way to a medium to full-bodied, rich, beautifully textured, layered, and long Chardonnay.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hartford Old Vine Zinfandel Russian River,United States,Russian River Valley,California,Zinfandel,34.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hartley & Gibson's Fino Very Dry Sherry,Spain,Jerez,NA,Palomino,10.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Harvey's Bristol Cream,Spain,Jerez,NA,NA,24.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Harveys Bristol Cream Sherry,Spain,NA,Jerez,"Palomino, Pedro Ximenez",16.99,"Launched in 1882, and granted the Royal Warrant shortly after, Bristol Cream is crafted from a delicate blend of Jerez’s finest wines; delicate finos, aged amontillados, fragrant olorosos and the special Pedro Ximenez grape providing a silky, mellow smoothness. Known for its deep golden chestnutty and amber tones, the nose is full, fragrant, pungent and elegant all at once. On the palate Bristol Cream delivers a full bodied experience with rich yet mellow notes leaving a long lasting and velvety finish. A complete, balanced and surprising compendium of wine from Jerez, it’s best enjoyed chilled at 12°C in a wine glass or mix over ice with a slice of orange.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hattingley Valley Classic Reserve Brut English Sparkli,United Kingdom,England,NA,Sparkling,39.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Chateau Haut Brion 1.5L,France,Pessac Leognan,Bordeaux,"Merlot, Cabernet Sauvignon, Cabernet Franc",1499.99,FIVE 100-POINT SCORES,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hazana Vinas Viejas Rioja Crianza,Spain,Rioja,NA,Tempranillo,11.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hearst Ranch Winery Paso Robles Cabernet Sauvignon Bunkhouse,United States,Paso Robles,California,Cabernet Sauvignon,21.99,"Accompanying traditional notes of black currant, the nose is brimming with aromas of coffee, chocolate and baking spice. The palate is very elegant, with supple tannin countering a luxurious weight.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hecht & Bannier Cotes Du Roussilon,NA,NA,NA,"Syrah, Grenache, Mouvedre, Carignan, Mourvedre",17.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hecht & Bannier Cotes de Provence Vieilles Vignes Rose,France,Cotes De Provence,Provence,"Grenache, Syrah, Cinsault, Rolle",18.99,"For the Cotes de Provence rose Hecht & Bannier take a path quite apart from the one they follow for their Languedoc rose, with its high proportion of Syrah. They have sought a Provence rose of immense charm and minerality redolent of fennel, anise and purple flowers",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Helioterra Pinot Noir WVV Lot 26,United States,Willamette Valley,Oregon,Pinot Noir,89.0,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Henri Boillot Bourgogne Blanc Chardonnay,France,Bourgogne,Burgundy,Chardonnay,34.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Henri Boillot Clos De Vougeot Grand Cru,France,Clos De Vougeot Grand Cru,Burgundy,Pinot Noir,249.99,"he 2018 Clos Vougeot Grand Cru is showing very well, soaring from the glass with aromas of wild berries, rose petals, violets, orange rind and dark chocolate. On the palate, it's full-bodied, concentrated and muscular, with lively acids and a powdery but elegantly refined chassis of structuring tannins, concluding with a long and resonant finish-Wine Advocate",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Henri Boillot Corton Charlemagne Grand Cru,France,Corton Charlemagne Grand Cru,Burgundy,Chardonnay,257.99,"The most youthfully reserved wine in the cellar was the 2018 Corton-Charlemagne Grand Cru, a promising bottling that opens up to reveal scents of citrus zest, dried white flowers, green apple and pastry cream. On the palate, the wine is full-bodied, layered and multidimensional, with racy acids and prodigious levels of searingly chalky dry extract that lend this wine incredible structure-Wine Advocate",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Herzog Chardonnay Russian River,United Kingdom,Down,California,Chardonnay,24.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Herzog Lineage Cabernet Sauvignon,United States,Paso Robles,California,Cabernet Sauvignon,16.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Herzog Lineage Chardonnay,United States,NA,California,Chardonnay,16.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hess Select Cabernet Sauvignon,United States,North Coast,California,Cabernet Sauvignon,15.99,"Winemaker David Guffy crafted the Hess Select Cabernet Sauvignon with notable richness, intensity and varietal character, showing jammy dark fruit aromas with cedary barrel notes and a touch of spice. A soft entry, with ripe plum and raspberry in the forefront, is supported by background flavors of tobacco and caramel, which add complexity to this imminently drinkable wine.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hess Select Chardonnay,United States,Monterey County,California,Chardonnay,11.99,"Monterey's cooling fog and Pacific coastal breezes, drawn across the Gabilan Mountains into the Salinas Valley, create an ideal climate for growing Chardonnay, yielding wines with tantalizing tropical notes and crisp acidity. Moderate temperatures lengthen the growing season, allowing fruit to evolve with layers of distinct Central Coast flavors. This wine comes from our 352-acre Shirtail Creek estate vineyard in Monterey.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hewitson Gun Metal Riesling,Australia,Eden Valley,South Australia,Riesling,19.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hewitson Lu Lu Shiraz,Australia,Adelaide Hills,South Australia,Shiraz,14.99,"With vineyards superbly situated close to the coast just east of the city of Adelaide, winemaker Dean Hewitson is able to bring cool climate elegance to Australia’s most venerable varietal.  Sublime with succulent cherries, forest floor fruits, pepper, spice, a hint of minty eucalyptus (of course!), and awesome tannins, Lu Lu leaves a lingering finish that truly satisfies.  Sip this with hearty stews, red meats, burgers, and just about anything from the barbie!",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hewitson Miss Harry Chardonnay,Australia,Barossa Valley,South Australia,Chardonnay,17.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hiedler Loss Gruner Veltliner Niederst,Austria,Kamptal,Niederosterreich,Gruner Veltliner,14.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hirsch San Andreas Fault Pinot Noir,United States,Sonoma Coast,California,Pinot Noir,49.99,The San Andreas Fault is Hirsch Vineyards’ signature Pinot Noir and is crafted to represent the entirety of this multifaceted vineyard. The 2017 San Andreas Fault has fruit from twenty eight distinct farming blocks.,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Honig Napa Valley Cabernet Sauvignon,United States,Napa Valley,California,Cabernet Sauvignon,79.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Honig Napa Valley Rutherford Sauvignon Blanc,United States,Down,California,Sauvignon Blanc,22.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hourglass Blueline Vineyard Merlot,United States,Napa Valley,California,Merlot,79.99,"Deep and rich, yet alive with energy. A very complex layering of delicious fruit, wired with bright natural acidity and vibrant minerality. The finish is long and expansive. Amazingly approachable now, but it has the tannin and structural stuffing to age gracefully for a decade, or more.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hourglass H G I I I,United States,Napa Valley,California,Red Blend,44.99,"HG III is Tony Biagi’s riff on the Napa Valley red blend. Crafted with select lots from their Blueline Estate and carefully sourced vineyards in Napa Valley, HG III embodies the deft balance of richness and vibrancy that is at the heart of what they do at Hourglass.
Merlot offers sleek, approachable texture and bright red fruit components, Petite Sirah provides the anchoring bass notes of dark blue and black fruit, and Cabernet weaves these together with structural framing and elegant refinement.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hourglass Sauvignon Blanc,United States,Napa Valley,California,Sauvignon Blanc,29.99,"Primary aromas of lemon and lime zest, orange blossom, Granny Smith apple and faint tropical notes are followed on the palate with a layered blend of limeade, cut hay, nectarine, pineapple, and vanilla bean.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
House Wine Chardonnay Can,United States,Walla Walla,Washington,Chardonnay,5.49,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Howard Park Scotsdale Cabernet Sauvignon,Australia,Great Southern,Western Australia,Cabernet Sauvignon,31.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Huet Vouvray Clos Du Bourg Sec,France,Vouvray,Loire Valley,Chenin Blanc,42.99,"Gaston Huët believed this to be the greatest of all Vouvray vineyards. With the Première Côte’s shallowest, stoniest soils, its wines often synthesize Le Mont’s intense minerality with Le Haut-Lieu’s generous texture. Clos du Bourg is often the richest and most powerful wine in the lineup.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Huet Vouvray Haut Lieu Demi Sec,France,Vouvray,Loire Valley,Chenin Blanc,37.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Huet Vouvray Haut Lieu Sec,France,Vouvray,Loire Valley,Chenin Blanc,35.99,"The estate’s first vineyard, purchased in 1928. Its nine hectares have the richest soils and, generally, yields the most precocious wines.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Huet Vouvray Le Mont Demi Sec,France,Vouvray,Loire Valley,Chenin Blanc,44.99,"Purchased in 1957, Le Mont lies on the esteemed Premiere Côte. With less clay and more stone than Le Haut-Lieu, Le Mont yields young wines of intense minerality.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Huet Vouvray Petillant Brut,France,Vouvray,Loire Valley,"Sparkling, Chenin Blanc",26.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hugel Alsace Pinot Blanc Cuvee Les Amours,France,Alsace,Alsace,Pinot Blanc,13.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hugel Grossi Laue Riesling,France,Alsace Grand Cru,Alsace,Riesling,69.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Hyde De Villaine Chardonnay,United States,Napa Valley,California,Chardonnay,69.99,"How could this wine be anything but stunning, seeing that it is a partnership between Larry Hyde and Aubert de Villaine of Domaine de la Romanee-Conti? Suckling flipped for its ""freshness and powerful acidity that gives it intensity and focus. Goes on and on with so much floral and sliced-lime flavor and hints of white flowers, pear blossom and minerals. So beautiful to drink now.""  This has a purity and focus that will appeal to many white Burgundy lovers. With good Chassagne-Montrachet over $100 these days, this wine is a fine bargain.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Il Marroneto Brunello Di Montalcino,Italy,Brunello Di Montalcino,Tuscany,Sangiovese,84.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Il Marroneto Brunello Di Montalcino Madonna,Italy,Brunello Di Montalcino,Tuscany,Sangiovese,234.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Il Poggione Brunello Di Montalcino,Italy,Brunello Di Montalcino,Tuscany,Sangiovese,74.99,"Ruby red in color, with a very intense, persistent nose and with red fruit notes. Warm, balanced flavor with velvet-smooth tannins. Long-lasting aroma.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Il Poggione Rosso Di Montalcino,Italy,Montalcino,Tuscany,Sangiovese,22.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Indaba Chardonnay,South Africa,NA,Western Cape,Chardonnay,8.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Indaba Merlot,South Africa,NA,Western Cape,Merlot,8.99,"Crafted in a fresh, clean style, this velvety Merlot offers enticing aromas and bright, juicy flavors of cherry, dark berry and plum backed by subtle
mocha and herbal nuances and a delicate minerality.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Indaba Sauvignon Blanc,South Africa,NA,Western Cape,Sauvignon Blanc,8.99,"A crowd pleaser, this easy drinking Sauvignon Blanc displays appealing citrus and tropical fruit aromas that lead to a fresh, invigorating palate of pineapple, lemon-lime, mango and green fig. Backed by a solid acidity, herbal undertones shine through on the mineral-tinged finish.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Inglenook Cabernet Sauvignon Napa Valley,United States,Napa Valley,California,Cabernet Sauvignon,65.99,"Cassis, blackberries, plums, and black currants provide juicy, mouth filling flavors while distinct notes of cigar box, oak, graphite, and earthy spices create aromatic accents.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Inniskillin Niagara Icewine VQA Cabernet Franc,Canada,Ontario,NA,Cabernet Franc,85.99,"Inniskillin Icewine, recognized as one of the world’s great wines, is truly winter’s gift to wine lovers. Harvested at the pinnacle of Canada’s crisp winter, the grapes are naturally frozen on the vine and picked when the temperature drops to -10 degrees C. Only a few drops of luscious nectar can be squeezed from each bunch, which is then expertly guided through fermentation to achieve this rich and alluring specialty wine. This Niagara River appellation wine opens with characteristics of strawberry, raspberry and rhubarb dominate the nose while the palate shows a robust concentration of red fruits as well, all of which complemented by a well-balanced acidity. Pairs well with salted dark chocolate, chocolate mousse with fresh berries, strawberry rhubarb pie and porcini dusted rib eye. Serve chilled.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Inniskillin Niagara Icewine VQA Riesling,Canada,Ontario,NA,Riesling,65.99,"Inniskillin Icewine, recognized as one of the world’s great wines, is truly winter’s gift to wine lovers. Harvested at the pinnacle of Canada’s crisp winter, the grapes are naturally frozen on the vine and picked when the temperature drops to -10 degrees C. Only a few drops of luscious nectar can be squeezed from each bunch, which is then expertly guided through fermentation to achieve this rich and alluring specialty wine. This Niagara River appellation wine opens with aromatics of fresh orange, spice, lemon and lime. On the palate this rich and elegant wine shows great texture with concentrated flavors of peach, apricot along with a hint of clove, balanced by a crisp and lively acidity. Pairs well with brie with lavender honey, firm aged cheddar, seared scallops or classic baked apples. Serve chilled.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Intrinsic Cabernet Sauvignon,United States,Columbia Valley,Washington,Cabernet Sauvignon,19.99,"Made using a unique process wherein 50% of the grapes stayed on the skins for nine months, this was aged in neutral French oak. It offers fresh black currant, dried tobacco, herb and green and black olive aromas. The palate is full of light olive and orange peel flavors. Though not immediately identifiable as Cabernet Sauvignon, it's enjoyable all the same.

Drinking window: 2020-2032",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Ippolito Ciro Bianco,Italy,Ciro,Calabria,Greco,16.99,"Bright straw yellow with pale green notes. Shows with an intense, persistent aroma of ripe tropical fruit, pear, peach and white flowers. The palate is fresh and Mediterranean with a charming mineral finish.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Ippolito Liber Pater Ciro Rosso Classico,Italy,Ciro,Calabria,Gaglioppo,16.99,"Ruby red in color with a light purple hue, complex aromas of wild berries, violets, spice and a soft note of oak provided by barrique aging. It is a full-bodied, rich and velvety wine.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
J & H Selbach Incline Dry Riesling,Germany,Mosel,NA,Riesling,9.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
J & H Selbach Saar Spatlese Riesling,Germany,Mosel,NA,Riesling,16.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
J Davies Cabernet Sauvignon Diamond Mountain District,United States,Napa Valley,California,Cabernet Sauvignon,119.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
J Hofstatter Pinot Grigio,Italy,Alto Adige,NA,Pinot Grigio,16.99,"A classic and very expressive Pinot Grigio, bright straw yellow in color with an attractive aroma of citrus fruits, peach, honeydew melon and especially pear; medium rich, fruity, well-structured and direct on the palate with orchard fruit flavors and tangy, fruity acidity on the finish.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
J Lohr Merlot,United States,Paso Robles,California,Merlot,12.99,The wine presents ripe fruit aromas of black cherry and pomegranate. A signature of chocolate and coconut are from the barrel aging. Finishing with bright fruit tones and soft tannin.,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
J Lohr Pure Paso Proprietary Red Wine,United States,NA,California,Red Blend,21.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
J Lohr Seven Oaks Cabernet Sauvignon Half Bottle,United States,NA,California,Cabernet Sauvignon,8.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
J M Boillot Montagny Premier Cru,France,Montagny,Burgundy,Chardonnay,27.99,"Very forest floor and resined on the nose. A bit of vanilla bean and spearmint, nice perfume, and quite elegant for the appellation.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
J Vineyards California Cuvee Brut,United States,NA,California,NA,19.99,"J Vineyards & Winery California Cuvée Sparkling Wine opens with a pop of tart pineapple and orange blossom on the wonderfully aromatic nose. The palate is lively and rich with layered notes of Asian pear and honeysuckle, overlaying hints of fresh mandarin orange peel and marzipan before a zesty, focused finish. J California Cuvée experienced secondary fermentation in the bottle and aged on the yeast for a minimum of 24 months, which is customary in the Traditional Method used in Champagne. J Vineyards & Winery, located in Healdsburg, California, is known as a pioneer of US Traditional Method sparkling wine.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
J Vineyards Pinot Gris,United States,NA,California,"Pinot Gris, Pinot Grigio",14.99,"J California Pinot Gris is a crisp white wine with refreshing aromas of candied pineapple, lemongrass, white peach and jasmine. Layered with ripe notes of Anjou pear, yellow apple and lime. Crisp acidity and fruit-forward character make this Pinot Gris wine a great pairing for any dish. Made from the same grapes as a Pinot Grigio, J California Pinot Gris offers a fuller body and richer texture than a typical Pinot Grigio. J California Pinot Gris has a screw top that makes this crisp white wine easier to open and enjoy in any setting and occasion. J Vineyards & Winery, located in Healdsburg California, is the home to extraordinary Russian River Valley sparkling and still wines.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
J Vineyards Pinot Noir Multi AVA,United States,NA,California,Pinot Noir,19.99,"J Vineyards California Multi-Appellated Pinot Noir wine is a soft red wine that opens with aromatic notes of black cherry, blackberry and baking spice. The silky palate features notes of cranberry and fig with hints of black tea and clove. This California Pinot Noir wine is crafted with grapes from Monterey County, Sonoma County, Santa Barbara County winegrowing regions. Enjoy this Pinot Noir wine on its own or pair it with a meal. J Vineyards & Winery, located in Healdsburg California, is home to extraordinary Russian River Valley sparkling and still wines.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
JJ Prum Bernkasteler Lay Gold Kapsel Auslese Riesling Half Bottle,Germany,Mosel,NA,Riesling,63.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
JJ Prum Wehlener Sonnenuhr Goldcapsule Auslese Riesling,Germany,Mosel,NA,Riesling,109.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
JJ Prum Zeltinger Sonnenuhr Spatlese Riesling,Germany,Mosel,NA,Riesling,42.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Jaboulet Cotes du Rhone Parallel 45 Rose,France,Cotes Du Rhone,Southern Rhone,Rose,10.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Jaboulet Cotes du Rhone Parallele 45 Red,France,Cotes Du Rhone,Southern Rhone,"Syrah, Rouge, Grenache",11.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Jaboulet Crozes Hermitage La Mule Blanc,France,Crozes Hermitage,Northern Rhone,"Marsanne, Rousanne",29.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Jaboulet Crozes Hermitage Thalabert,France,Crozes Hermitage,Northern Rhone,Syrah,29.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Jaboulet Hermitage Blanc Le Chevalier de Sterimberg,France,Hermitage,Northern Rhone,"Marsanne, Rousanne",79.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Jaboulet Hermitage La Chapelle,France,Hermitage,Northern Rhone,Syrah,184.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Jaboulet Hermitage La Maison Bleu,France,Hermitage,Northern Rhone,Syrah,59.99,"An outstanding northern Rhone. Wine Advocate: 95! ""Flat-out sexy stuff, full-bodied, plush, and generous without being overripe or unstructured. Licorice, cassis, and Asian five-spice powder burst from the glass. Immediate gratification and admirable quality at a fraction of the cost of La Chapelle. 2020-32"" We also have the 2010 and 2015!!!!",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Jaboulet Hermitage Le Chevalier De Sterimberg Blanc,France,Hermitage,Northern Rhone,"Marsanne, Rousanne",54.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Jackson-Triggs Reserve Niagara Peninsula Vidal Ice Wine,Canada,Niagara Peninsula,Ontario,Vidal,24.99,"Jackson-Triggs Niagara Icewine Vidal exhibits aromatic intensity of fruit and caramel. On the palate, papaya, apricot and mango for a luscious finish. Nectar-like in both flavor and texture, this Ice Wine boasts delectable notes of honey and vanilla, which are perfectly complemented by bight green apple and citrus zest. The lush and creamy mouthfeel is perfectly supported by a vibrant, fresh acidity, while flavors of lemon candy linger on the finish.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Jadot Chablis Montee Tonnerre,NA,NA,NA,NA,45.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Jadot Chambolle Musigny Les Charmes,France,Chambolle Musigny,Burgundy,Pinot Noir,119.99,"This deeply colored wine develops intense red fruit, spice and earthy aromas and flavors. It is elegant and beautifully balanced, and will improve for 15 to 20 years in the bottle.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Jadot Puligny Montrachet Clos de la Garenne Domaine Duc de Magenta,France,Burgundy,NA,Chardonnay,105.99,"Puligny-Montrachet is located to the south of Meursault and to the north of Chassagne-Montrachet, at the heart of the greatest white vineyards of Burgundy. The Clos de la Garenne is located next to Les Folatières, on a stony soil close to the mother rock.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Jam Jar Sweet Shiraz,South Africa,NA,Western Cape,"Shiraz, syrah",8.99,"A more fun style than your typical Shiraz, this fresh, fruity, semi-sweet wine displays aromas and flavors of ripe, juicy berries with dark chocolate undertones. The perfect balance between sweetness and acidity makes for a refreshing approachability. It is versatile food wine, best served lightly chilled.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Jamieson Ranch Vineyards Cabernet Sauvignon Double Lariat,United States,Napa Valley,California,"Cabernet Sauvignon, Pinot Noir",34.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
