name,country,region,state,varietal,price,description,merchant,address
Casa Santos Lab Red,Portugal,na,Lisboa,Castelao,8.99,"Produced by the venerable Casa Santos Lima wine estate located in the Alenquer county, 40km north of Lisbon, the most prestigious DOC appellation within the Lisboa (Estremadura) region. It's a big operation. The estate covers 280 ha, with 160 ha of vineyards, some not yet in production, and more than half of the vines here have been planted since 1990. Indeed, the first bottled wines from this ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
The Pinot Project Pinot Noir,United States,na,California,Pinot Noir,12.99,"
The Pinot Project began in 2009 with a vision: a wine for the palate, the pocket, and the people. Renowned wine importer Michael Skurnik called on his experiences in the vineyards and cellars of Northern California to craft a silky, fruit-forward, and harmonious Pinot Noir. Since then, The Pinot Project has taken the wine world by storm.


Mission accomplished! The Pinot Project ... click for more details
Sku: 53834  
",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Joel Gott Cabernet Sauvignon,United States,na,California,Cabernet Sauvignon,17.99,"Napa scion Joel Gott was born to make wine. His grandfather was winemaker and president of Inglenook in the 1960s and 1970s while his father, Cary Gott, is the founder of Montevina and continues to consult for wineries such as D.R. Stephens. In addition to Joel's uncanny blending ability, he has privileged access to many of the best and as yet undiscovered fruit sources in the Napa Valley. Joel ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Araucano Pinot Noir,Chile,na,California,Pinot Noir,14.99,"This long country stretching down alongside the Andes Cordillera mountains seems to be a true paradise for vines, with its particularly stable climate and, therefore, a very low risk of disease for the plants. It is notably thanks to these geographical factors that our Chilean vineyard was one of the first to be converted to a biodynamic culture.

François and Jacques Lurton found this ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Simi Sauvignon Blanc,United States,Sonoma County,California,Sauvignon Blanc,15.99,"Twenty-six years after his first harvest at Alexander Valley Vineyards, Steve Reeder returned to his winemaking roots, becoming Vice President of Winemaking for Simi Winery in August 2003. 

Reeder, an internationally recognized winemaker, has received wide acclaim throughout the wine industry for many varieties, especially the Bordeaux-varietal wines. Among his accomplishments was ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Cloudy Bay Sauvignon Blanc,New Zealand,na,Marlborough,Sauvignon Blanc,32.99,"Cloudy Bay Vineyards, established in 1985, is today a partnership between champagne house Veuve Clicquot Ponsardin and co-founder of Cape Mentelle Vineyards in Western Australia, David Hohnen. Cloudy Bay is a specialist producer of premium wines and together with its sister winery, shares a commitment to 'wines of region'. Emphasis is placed on individual fruit character and the development of a ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Whitehaven Sauvignon Blanc,New Zealand,na,Marlborough,Sauvignon Blanc,20.99,"Established in 1994 by Sue and Greg White and winemaker Simon Waghorn, Whitehaven Wine Company is a small, family-owned winery with big aspirations. Sourcing fruit from its own estates and from 12 joint venture or contract growers across Marlborough's Wairau and Awatere valleys, Whitehaven quickly established a reputation for producing quality wines. From modest beginnings, the Company now ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
La Crema Pinot Gris,United States,Monterey County,California,Pinot Gris,19.99,"For more than 30 years, La Crema has explored California’s coastal appellations, a voyage of varietals that started here at our estate in the foggy vineyards of the Russian River Valley. On our journey, we have found exciting cool-climate vineyards north in the rugged hills of Mendocino, and south along the wind-swept slopes of Los Carneros. Most recently, our exploration has taken us to the wind-",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
La Crema Pinot Noir Sonoma Coast,United States,Sonoma County,California,Sonoma Coast,25.99,"For more than 30 years, La Crema has explored California’s coastal appellations, a voyage of varietals that started here at our estate in the foggy vineyards of the Russian River Valley. On our journey, we have found exciting cool-climate vineyards north in the rugged hills of Mendocino, and south along the wind-swept slopes of Los Carneros. Most recently, our exploration has taken us to the wind-",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Anjos Vinho Verde Rose,Portugal,na,California,Sonoma Coast,7.99,"
Quinta da Lixa – Soc. Agrícola, Lda. is a living testament to the passion that the Meireles family has always had for Vinho Verde. Active in several areas in the business world, this family, who already owned vineyards next to the small Vila da Lixa, decided in 1986 to create a small business, Soporvin-Sociedade Portuguesa de Vinhos.


Winemaker Carlos Teixeira produces some of the  click for more details
Sku: 70006  
",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Vincente Pinot Grigio,Italy,na,Veneto,Pinot Gris,16.99,"The name means “to win” in Italian. It is the perfect name for this wine as it is a sure fire winner! Grown and produced in the proper place with the proper guidance this wine is absolutely stunning! You’d be hard pressed to find a better value than this! A real crowd pleaser!Light yellow in appearance, with an unobtrusive bouquet showcasing orchard fruit and citrus fruit notes. The palate boasts ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Daou Cabernet Sauvignon,United States,na,California,Cabernet Sauvignon,29.99,"In the golden, oak-studded hills of Paso Robles’ fabled west side, not far from William Randolph Hearst’s magnificent castle, there is a man with a Homeric vision. His name is Daniel Daou and he is devoting his life and every imaginable resource to creating, first and foremost, a Cabernet Sauvignon that rivals the very best in the world.

Gracefully perched atop a stunning promontory at ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Juggernaut Cabernet Sauvignon 2018,United States,na,California,Cabernet Sauvignon,19.99,"
Steep hillside vineyards present the ultimate challenge. Mountainous terrain tests both the grower and the vine.


But the results can be extraordinary.


Hillside vineyards have less access to water, with the rockier soil also holding fewer nutrients. These conditions stress the vines, resulting in the production of a fraction of the fruit of most vineyards. The harsh ... click for more details
Sku: 73404  
",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Raeburn Chardonnay,United States,na,California,Chardonnay,19.99,"The name Raeburn, traces its origins to Olde English, and translates to ""the stream where one drinks."" The Russian River Valley is a unique sliver of the world that produces Chardonnay of class and distinction. At Raeburn we see a synergistic relationship between the land that yields beautiful Chardonnay fruit and its caretakers. We see our role as stewards of a distinct land that rewards us with ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Apothic Red,United States,na,California,",,Cabernet Sauvignon,Merlot,Syrah,Zinfandel",12.99,"
Inspired by ""Apotheca,"" a mysterious place where wine was blended and stored in 13th century Europe, the wines of Apothic are truly unique in style and taste.


Our winemaker, Debbie Juergenson, crafts bold, captivating Apothic blends by using only the most distinctive California grapes. From vintage to vintage, the character and flavor of the individual varietals guide the shape ... click for more details
Sku: 50882  
",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Leese Fitch Cabernet Sauvignon,United States,na,California,Cabernet Sauvignon,10.99,"The wines of Leese-Fitch celebrate the restoration of the Leese-Fitch building located in the Sonoma Square. Built in 1836, this historical landmark in Sonoma Plaza was named after Jacob Leese and Henry Fitch, brothers-in-law to General Mariano Vallejo, the founder of the town of Sonoma.Aromas of fresh roasted hazelnuts, espresso, cherry liquor, and black currants. In the mouth, this Cabernet ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Louis Jadot Macon Villages,France,Maconnais,Burgundy,Macon Villages,17.99,"From the start, Maison Louis Jadot has always accorded equal importance to each of Burgundy's appellations, from Grand Crus right through to regional wines. Our aim is to express the true nature of Burgundy through our wines, a terroir that can be both proud of its past and optimistic about its future.
In order to produce wines that celebrate their terroir, Jacques Lardière works with a ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
J. Lohr Cabernet Sauvignon Seven Oaks,United States,San Luis Obispo,California,Paso Robles,17.99,"Three decades ago, the California Central Coast had yet to emerge as one of North America’s world-class winegrowing regions. With little history or viticultural precedent, planting on the Central Coast was a gamble. One of an early handful of pioneers, Jerry Lohr was among the first to realize the vast, untapped potential of this now-acclaimed region with the establishment of J. Lohr Vineyards & ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Mark West Pinot Noir California,United States,na,California,Pinot Noir,13.99,"Alex Cose’s spent six years at Napa’s Peter Michael Winery under Mark Aubert working as production manager and oversaw the release of high-end Chardonnays costing up to $150 a bottle. Today, he makes wine for the Purple Wine Co. which produces Mark West Pinot Noir priced closer to $14. Cose’s background was in finance and he worked in the banking industry before a cellar rat job at Monticello ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Cupcake Vineyards Pinot Grigio,Italy,Trentino,Trentino-Alto Adige,Pinot Gris,12.99,"Cupcake Vineyards wines were introduced nationally in 2008 from California’s Central Coast and represented a finely crafted, fruit-forward, indulgent and eminently approachable style of wine. The inaugural release included Chardonnay, Merlot and Cabernet Sauvignon. Since then, Adam has used his global wine making experience and relationships around the world to add seven international wines to ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
La Crema Willamette Pinot Noir,United States,na,Oregon,Pinot Noir,32.99,"For more than 30 years, La Crema has explored California’s coastal appellations, a voyage of varietals that started here at our estate in the foggy vineyards of the Russian River Valley. On our journey, we have found exciting cool-climate vineyards north in the rugged hills of Mendocino, and south along the wind-swept slopes of Los Carneros. Most recently, our exploration has taken us to the wind-",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Confidencial Reserva Red,Portugal,na,Oregon,Red Portugese Blend,13.99,"The epicenter of value wines is once again Portugal, with more ""Best Buy"" distinctions than France, Spain, South America and even the United States. For the price, these wines rarely disappoint. The Confidencial Reserva Red is made by Casa Santos Lima. Ranked #1 by Wine Spectator for ""Wineries for Value"" from Portugal, the Confidencial Reserva is a big step up in class. One of Portugal's most ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Shelby Grant Napa Valley Chardonnay 2018,United States,Napa County,California,Napa Valley,17.99,"Are you a fan of rich, full-flavored California Chardonnay like Cakebread & Rombauer, but don't want to pay $40 a bottle? Robert Parker says ""It’s hard to find value in Napa Valley, although great wines there are plentiful."" That's why we are so excited about our #1 selling Chardonnay: Shelby Grant! A true Garden of Eden, these diverse vineyards in Northern California are the perfect setting for ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
La Crema Chardonnay Sonoma Coast,United States,Sonoma County,California,Sonoma Coast,22.99,"For more than 30 years, La Crema has explored California’s coastal appellations, a voyage of varietals that started here at our estate in the foggy vineyards of the Russian River Valley. On our journey, we have found exciting cool-climate vineyards north in the rugged hills of Mendocino, and south along the wind-swept slopes of Los Carneros. Most recently, our exploration has taken us to the wind-",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Eradus Sauvignon Blanc 2019,New Zealand,na,Marlborough,Sauvignon Blanc,21.99,"Known for their lively, crisp and bright flavors, Marlborough is the mecca of modern style Sauvignon Blanc. The wine's easy texture with a rich array of vibrant fruit flavors are due to the abundant sunshine, high altitude, cool climate and long growing season in the vineyards. Their fresh flavored nature combined with lip smacking acidity, make them one of the best white wines of the world. 92 ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Simi Chardonnay Sonoma County,United States,Sonoma County,California,Chardonnay,17.99,"Twenty-six years after his first harvest at Alexander Valley Vineyards, Steve Reeder returned to his winemaking roots, becoming Vice President of Winemaking for Simi Winery in August 2003. 

Reeder, an internationally recognized winemaker, has received wide acclaim throughout the wine industry for many varieties, especially the Bordeaux-varietal wines. Among his accomplishments was ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Antinori Villa Antinori Red Toscana,Italy,na,Tuscany,Sangiovese,21.99,"A Super Tuscan that needs little introduction, the 2015 vintage for Antinori's Villa Rosso could be the best ever...It's certainly the highest rating James Suckling has ever given! The term ""Super Tuscan,"" coined by Robert Parker in the 1970's is a fairly recent style in the long and illustrious history of wines made in Tuscany. The term describes red blends that are produced from grapes not ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
337 Cabernet Sauvignon,United States,Central Valley,California,Lodi,13.99,"Over centuries, vintners have carefully singled out the most admired vines, naming each vine with a unique number to identify its exceptional attributes. Here in California, we've planted a selection of these vines exactly where they will flourish best: in select locations on the red soils and cobblestones of our family-owned vineyard in Lodi and on the gentle slopes of our cool-climate estate in ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Duckhorn Sauvignon Blanc,United States,Napa County,California,Napa Valley,29.99,"Duckhorn Wine Company is a collection of small winery estates focused on site-specific wines of distinction from the Napa and Anderson valleys. The Duckhorn Wine Company family includes Duckhorn Vineyards, Paraduxx, and Goldeneye. With grapes selected from eleven estate vineyards, as well as a variety of sought-after vineyard sites within the Napa and Anderson Valley appellations, each winery is ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Woodbridge By Robert Mondavi Cabernet Sauvignon,United States,na,California,Cabernet Sauvignon,16.99,"Robert Mondavi felt confident that the Napa Valley and California could ultimately create wines that would stand shoulder to shoulder with the great wines of the world. He founded the iconic Robert Mondavi Winery in 1966 near Oakville, California; the first major winery to be built in the Napa Valley since Prohibition. 

After the outstanding success of his Napa Valley winery, Robert ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Sierra Cantabria Crianza,Spain,na,Rioja,Tempranillo,19.99,"Founded by Guillermo Eguren, who is a self-made ""bodeguero"", coming from a family tradition of vine growers. Today, the fourth generation of the Eguren family, Marcos Eguren, is the winemaker and director of the winery. Sierra Cantabria has come to the forefront of Spanish wineries in the last 15 years. This is from the extreme care that they give to their vineyards, located in the best terrain ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
La Calonica Rosso di Montepulciano,Italy,na,Tuscany,Montepulciano,15.99,"The Agricultural Estate La Calonica was founded in 1973 by the Cattani family who still supervises directly its production and sales, and covers about 45 hectares on the border of the provinces of Siena and Arezzo, between the Municipalities of Montepulciano and Cortona on a crest at about 350 meters above sea level, not far from Lake Trasimeno. The wines produced fall under the production ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Josh Chardonnay,United States,na,California,Chardonnay,16.99,"
Joseph Carr was an award winning Sommelier and international wine industry executive who set out on his own in 2005 and founded Joseph Carr Winery in Carneros, California. It was, as Mr. Carr says, a chance to follow a dream. ""We're a family owned company dedicated to making world class, handcrafted wines. We work with small growers, coopers and winemakers producing elegant, sophisticated, ... click for more details
Sku: 56944  
",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Rodney Strong Sonoma Cabernet Sauvignon,United States,Sonoma County,California,Cabernet Sauvignon,22.99,"Rodney Strong was one of the pioneers of Sonoma County’s modern wine industry, an acknowledged visionary who understood the potential that Sonoma’s soil and climate held for producing world-class wines. A successful dancer before retiring and turning to his second love, winemaking, Rodney Strong established Sonoma County’s 13th bonded winery in 1959.
Rodney Strong Vineyards grows and produces ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Kris Pinot Grigio,Italy,Trevenezie,Trentino-Alto Adige,Pinot Gris,14.99,"The Franz Haas winery, which produces Kris, is located in the Alto Adige province of Northeast Italy. Alto Adige has a rich past, belonging to various political regimes at different points in time. This history has yielded a blend of Germanic influences and Italian styles, which can be seen in the region’s culture, architecture, and lifestyle. It is here among the breathtaking Dolomites Mountains ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Kendall Jackson Chardonnay Grand Reserve,United States,na,California,Chardonnay,21.99,"Jess Jackson of Kendall Jackson Winery takes great pride in being a family owned and operated business. He believed that, ""being a family-owned winery absolutely affects our winemaking. It affords us the luxury to take the long view. We can take risks and grow our grapes in mountain and hillside vineyards- even though it is more difficult for both the farmer and the vine. But grapes grown on ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
High Valley Zinfandel 2017,United States,Lake County,California,Zinfandel,19.99,"The high valley AVA rises between 1,600 and 3,000 ft. elevation in the Coastal Ranges of northeastern Lake County. Thanks to the high elevation and the cool breezes from the oldest lake in North America, it is one of the coolest appellations in Lake County. We run nearly 1,000 sheep on these vineyards, composting the weeds into nutrients for the red, rocky volcanic soils. These are intensely ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Pine Ridge Chenin Blanc Viognier 2017,United States,Yolo County,California,Clarksburg,15.99,"Back in April, famed New York Times wine critic Eric Asimov wrote an article detailing 12 wines under $12: how low can you go and still find value? His premise was that the quest for exciting bottles gets trickier as the price drops. But you can still find some gems with a $12 limit. Gems like this classic California white blend from ""Pine Ridge, a Napa Valley producer, has been making this ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Grayson Cellars Cabernet Sauvignon,United States,na,California,Cabernet Sauvignon,10.99,"Larry Levin, winemaker for Grayson Cellars, spent 17 years at Dry Creek Vineyard where he had 18 Vintages and 15 varietal wines. He also was head of wine making at Franciscan, Mt Veeder, Robert Mondavi, Estancia and Ravenswood.Shows a dark ruby color with a rich nose of blackberry, raspberries and hints of black pepper. This intense Cabernet is full of artful fruit, provides a round mouth feel ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Faiveley Bourgogne Pinot Noir,France,Bourgogne,Burgundy,Pinot Noir,27.99,"Founded in 1825, Bourgognes Faiveley has been handed down from father to son for over 175 years. As the sixth generation to take the reins, François Faiveley manages, with equal amounts passion and competence, the largest family domaine in Burgundy. Methodically reconstructing vineyards fractured by French inheritance laws, Bourgognes Faiveley today owns more appellations in their entirety ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Simi Cabernet Sauvignon Alexander Valley,United States,Sonoma County,California,Alexander Valley,25.99,"Twenty-six years after his first harvest at Alexander Valley Vineyards, Steve Reeder returned to his winemaking roots, becoming Vice President of Winemaking for Simi Winery in August 2003. 

Reeder, an internationally recognized winemaker, has received wide acclaim throughout the wine industry for many varieties, especially the Bordeaux-varietal wines. Among his accomplishments was ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Infamous Goose Sauvignon Blanc,New Zealand,na,California,Sauvignon Blanc,14.99,"The wine is named for the Infamous Goose, a.k.a. the moa, a giant flightless bird that roamed the South Island of New Zealand well before humans appeared. Is the Infamous Goose really extinct? Rumors and legends abound. The only sure thing is this wine.

The wine has fresh aromas and flavors of nectarine, peach and gooseberry followed by fresh acidity and a clean finish....",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
The Palm Rose By Whisper Angel,France,na,California,Sauvignon Blanc,17.99,na,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Los Haroldos Reserva Malbec 2017,Argentina,Mendoza,Cuyo,Uco Valley,17.99,"Considered one of the best ""under the radar"" wineries in Argentina, Los Haroldos is the Reserve Malbec of the Falasco family. Originally from Italy, the Falasco's came to Argentina at the turn of the 20th century, and have been producing some of the best wines from the Uco Valley since 1939. Their 2017 Reserva is a blend of three different high elevation vineyards in La Consulta, Vista Flores, ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
The Pinot Project Rose,United States,na,California,Uco Valley,12.99,"
The Pinot Project began in 2009 with a vision: a wine for the palate, the pocket, and the people. Renowned wine importer Michael Skurnik called on his experiences in the vineyards and cellars of Northern California to craft a silky, fruit-forward, and harmonious Pinot Noir. Since then, The Pinot Project has taken the wine world by storm.


Mission accomplished! The Pinot Project ... click for more details
Sku: 69368  
",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Decoy Chardonnay,United States,Sonoma County,California,Chardonnay,18.99,"Duckhorn Wine Company is a collection of small winery estates focused on site-specific wines of distinction from the Napa and Anderson valleys. The Duckhorn Wine Company family includes Duckhorn Vineyards, Paraduxx, and Goldeneye. With grapes selected from eleven estate vineyards, as well as a variety of sought-after vineyard sites within the Napa and Anderson Valley appellations, each winery is ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Cave L'Aurance Macon Villages 2017,France,Maconnais,Burgundy,Macon Villages,13.99,"This estate bottled white Burgundy is produced from chardonnay grapes grown on the gently rolling hills of the picturesque Macon district in southern Burgundy. The Maconnais district takes its name from the town of Macon, and is best known as a source of good value Chardonnay. As a ""village wine,"" it's a step above regular white burgundy and as implied by the designation ""Macon Villages"" in its ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Grayson Cellars Chardonnay,United States,na,California,Chardonnay,9.99,"Larry Levin, winemaker for Grayson Cellars, spent 17 years at Dry Creek Vineyard where he had 18 Vintages and 15 varietal wines. He also was head of wine making at Franciscan, Mt Veeder, Robert Mondavi, Estancia and Ravenswood.Brilliantly ripe and shows bright, brisk acidity and good minerality with notes of pineapple and apricot. The palate offers green apple fruit with a crisp finish showing ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Quinta Do Cabriz Dao Red,Portugal,na,California,Red Portugese Blend,11.99,"The epicenter of value wines is Portugal, with more ""Best Buy"" distinctions than France, Spain, South America and even the United States. For the price, these wines rarely disappoint. Such is the case for the Quinta de Cabriz Dao Red 2014, the highest rated red listed in the Wine Spectator under $10. (2014 & 2015 vintage) 



Explore outside the norm with a traditional blend of 40% ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Laurel Ridge Napa Valley Cabernet Sauvignon 2018,United States,Napa County,California,Napa Valley,29.99,"""This beautifully crafted Cabernet Sauvignon offers rich and extracted flavors of blackberry, kirsch, dark plum, expresso and black licorice. Concentrated and powerful with chewy tannins that integrate perfectly with the fruit. The finish is long with a hint of anise and vanilla."" The Wine Buyer, 93 ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Wente Morning Fog Chardonnay 2018,United States,Alameda County,California,Livermore Valley,16.99,"A Wine Enthusiast Winery of the Year and the country's longest, continuously operated family-owned winery, Wente Family Vineyards is one of our top selling labels from California. Their Morning Fog Chardonnay 2018 (Editor's Choice) is a great expression of the breathtaking Livermore Valley, with diverse alluvial fans of soil consistently creating white wines with beautiful and lingering ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Urgency Cabernet Sauvignon 2018,United States,na,California,Cabernet Sauvignon,16.99,"Crafted by Clay and Margarita Shannon from the Shannon Ridge Winery, this winemaking teams other labels, Cross Springs and High Valley have been customer favorites for the past five years. A certified sustainable producer, Shannon Ridge is as dedicated to being stewards of their land as they are to producing top-quality wines at affordable prices. Even before the Urgency vineyard was planted, ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Decoy Sauvignon Blanc,United States,na,California,Sauvignon Blanc,18.99,"Duckhorn Wine Company is a collection of small winery estates focused on site-specific wines of distinction from the Napa and Anderson valleys. The Duckhorn Wine Company family includes Duckhorn Vineyards, Paraduxx, and Goldeneye. With grapes selected from eleven estate vineyards, as well as a variety of sought-after vineyard sites within the Napa and Anderson Valley appellations, each winery is ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Hunter Chaps Chardonnay,United States,na,California,Chardonnay,17.99,"Hunter Chaps’ winemakers bring sought after varieties to the table, carefully crafted for quality and everyday enjoyment.“This expressive Chardonnay opens with tropical fruit aromas which lead into creamy, buttery flavors & a nice balance of toasted oak. Enjoy with Cheese, poultry or seared scallops.” Wine Buyer, 91 ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Veuve Clicquot Champagne Brut Yellow Label,France,na,Champagne,Champagne Blend,61.99,"Founded in 1772 by Philippe Clicquot-Muiron, Veuve Clicquot played an important role in establishing champagne as a favored drink of haute bourgeoisie and nobility throughout Europe. The 1811 comet vintage of Veuve Clicquot is theorized to have been the first truly ""modern"" Champagne due to the advancements in the méthode champenoise which Veuve Clicquot pioneered through the technique of remuage.",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Tiefenbrunner Pinot Grigio,Italy,Trevenezie,Trentino-Alto Adige,Pinot Gris,17.99,"Founded in 1848, the Tiefenbrunner Castel Turmhof Winery owes its name to the ancient castle that hosts the Tiefenbrunner family. The winery is located in Entiklar, a hamlet belonging to the town of Kurtatsch in the South Tyrolean province of Bozen, embedded in the Italian Alps. 
Herbert Tiefenbrunner and his son, Christof, are expert winemakers: maintaining complete control over all ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Frescobaldi Chianti Nipozzano Riserva 2013,Italy,na,Tuscany,Sangiovese,17.99,"One of the most famous wine producers in all of Italy, the Frescobaldi family have been crafting wines in Tuscany for over 700 years. Thirty generations of winemakers have taught them a few things about producing elegant Chianti, and their 2013 Riserva is outstanding for the price. This special bottling comes from the Castello di Nipozzano, built in 1000 AD as a defensive fortress, and has since ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Franzia Crisp White,United States,na,California,Non-Varietal White Blend,16.99,"Teresa Franzia planted her first vineyard along the road to Yosemite in 1906. Her family survived Prohibition by selling those grapes to home winemakers back East. When Prohibition ended, her seven children rebuilt the winery brick by brick, barrel by barrel...everyone pitched in. After World War II, my uncle's new advertising slogan, ""Make friends with Franzia,"" introduced a new generation to ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Mud House Pinot Noir 2018,New Zealand,na,Central Otago,Pinot Noir,18.99,"One of the holy grail's of wine is finding a killer 90+ Point Pinot Noir for under $15. Something that drinks like you paid twice the price, a bottle that you can brag to friends and family about. The Mud House Pinot Noir from New Zealand's famed Bannockburn wine region is a great example of a modern style Pinot Noir with old world influence. A dead ringer for Willamette Valley, or even a village ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Block 779 Stags Leap Cabernet Sauvignon 2018,United States,Napa County,California,Stags Leap District,39.99,"Napa's neighborhood for world-class reds, the Stags Leap District attracts some of the best in California including: Chimney Rock, Shafer, Quixote, and Clos du Val. Vineyards here date back to the mid-1800s when the Silverado Trail was just a quiet horse path. Cabernet Sauvignon became Napa's star during the 1976 Judgment of Paris, when Stags Leap took first place over the French First Growth ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Austin Hope Cabernet Sauvignon 2018,United States,San Luis Obispo,California,Paso Robles,69.99,"Deep ruby in color, the 2018 Austin Hope Cabernet Sauvignon expresses aromas of fresh black currants and cherries accompanied by subtle smoky notes and dried spices. On the palate, this lavish powerful wine is layered with juicy blackberry, ripe cherry, vanilla bean and brown butter. It’s full-bodied and rich, balanced by a touch of bright acidity and firm polished tannins.""Quite dark in the ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Whispering Angel Rose,France,na,Provence,",,Grenache",25.99,"Chateau d’Esclans is located on an exceptional site, on elevated land near the Gorges de Pennafort, twenty five kilometers northwest of the ancient Roman city of Frejus on the Mediterranean coast. The first traces of the chateau’s site date back to Gaullist times during which its location served as a lookout point to spot intruders coming by boat into the Gulf of Frejus. The chateau’s cellar ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Ruffino Chianti Classico Riserva Ducale Tan,Italy,Chianti,Tuscany,Sangiovese,27.99,"The Ruffino Winery was founded in 1877. With its long history , Ruffino is a living symbol of  the quality progress which the entire Italian wine sector has undertaken through the twentieth century. 
Ruffino's production philosophy is based on two leading concepts: The quality of its wines and the expression of the territories where these wines are produced - a winemaking art which ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Saldo Zinfandel The Prisoner,United States,na,California,Zinfandel,29.99,na,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Sonoma Cutrer Sc Chardonnay,United States,Sonoma County,California,Sonoma Coast,26.99,"Located in the cool Sonoma Coast viticultural region, Sonoma-Cutrer vineyards was founded in 1973 by Brice Cutrer Jones. The winery is dedicated exclusively to the production of Estate Bottled Chardonnay from its own vineyards. Since 1981, Sonoma Cutrer Vineyards has produced three ""vineyard designated"" wines from the distinct soils of Les Pierres, the Cutrer Vineyard, and Russian River Ranches....",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
